ProviderNbr,NpiNbr,FirstName,LastName,Email,Prefix,FTE,ProviderCategory,SpecialityCode
215389,187704652,James,Schwartz,james.schwartz@datacourse.com,Dr.,0.75,Psychiatry & Neurology,86
215391,187705042,Steven,Valdez,steven.valdez@datacourse.com,Dr.,0.52,Internal Medicine,11
215395,187723138,Roy,Duke,roy.duke@datacourse.com,Dr.,0.75,Pathology,22
215398,187707408,Megan,Tate,megan.tate@datacourse.com,Dr.,0.7,Family Medicine,8
215399,187723814,Melissa,Parks,melissa.parks@datacourse.com,Dr.,1.0,Surgery,2
215400,187722072,Deanna,Clay,deanna.clay@datacourse.com,Dr.,1.0,Diagnostic Radiology,30
215401,187720538,Jessica,Young,jessica.young@datacourse.com,Dr.,1.0,Emergency Medicine,93
215404,187716690,Olivia,Mcguire,olivia.mcguire@datacourse.com,Dr.,0.65,Physical Medicine & Rehabilitation,25
215409,187703404,Zachary,Kline,zachary.kline@datacourse.com,Dr.,0.96,Internal Medicine,11
215411,187716768,Mark,Cooke,mark.cooke@datacourse.com,Dr.,1.0,Diagnostic Radiology,30
215413,187723476,Elizabeth,Collier,elizabeth.collier@datacourse.com,Dr.,1.0,Family Medicine,8
215417,187701246,Roger,Benitez,roger.benitez@datacourse.com,Dr.,0.8,Diagnostic Radiology,30
215419,187710736,Victoria,Underwood,victoria.underwood@datacourse.com,Dr.,1.0,Pediatrics,37
215420,187706186,Lisa,Richmond,lisa.richmond@datacourse.com,Dr.,1.0,Nuclear Medicine,36
215421,187723190,Kristen,Ibarra,kristen.ibarra@datacourse.com,Dr.,0.19,Orthopaedic Surgery,20
215423,187703586,Rebecca,Carr,rebecca.carr@datacourse.com,Dr.,1.0,Emergency Medicine,93
215424,187702936,Philip,Hawkins,philip.hawkins@datacourse.com,Dr.,0.5,Surgery - Surgical Critical Care,28
215426,187720876,Jennifer,Bright,jennifer.bright@datacourse.com,Dr.,0.27,Family Medicine,8
215427,187701506,Debra,Gordon,debra.gordon@datacourse.com,Dr.,0.8,Obstetrics & Gynecology,16
215431,187710970,Christopher,Sutton,christopher.sutton@datacourse.com,Dr.,0.85,Diagnostic Radiology,30
215436,187706056,Robert,Kane,robert.kane@datacourse.com,Dr.,0.82,Internal Medicine,11
215437,187706030,Cassandra,Rivas,cassandra.rivas@datacourse.com,Dr.,0.93,Internal Medicine,11
215443,187722176,Michael,Morris,michael.morris@datacourse.com,Dr.,0.8,Orthopaedic Surgery,20
215444,187722384,Alexa,Ballard,alexa.ballard@datacourse.com,Dr.,0.5,Family Medicine,8
215445,187715936,Michael,Cook,michael.cook@datacourse.com,Dr.,1.0,Internal Medicine,11
215446,187710164,Roger,Nelson,roger.nelson@datacourse.com,Dr.,0.76,Diagnostic Radiology,30
215447,187709930,Thomas,Mclean,thomas.mclean@datacourse.com,Dr.,1.0,Emergency Medicine,93
215450,187707018,Steven,Kelley,steven.kelley@datacourse.com,Dr.,0.82,Internal Medicine,11
215461,187712166,Emily,Allen,emily.allen@datacourse.com,Dr.,0.5,Family Medicine,8
215464,187716898,Kevin,Montoya,kevin.montoya@datacourse.com,Dr.,0.8,Pathology,22
215465,187699972,Kimberly,Cannon,kimberly.cannon@datacourse.com,Dr.,0.95,Internal Medicine,11
215466,187717002,Marcus,Savage,marcus.savage@datacourse.com,Dr.,0.6,Family Medicine,8
215471,187709514,Nicholas,Curtis,nicholas.curtis@datacourse.com,Dr.,0.9,Internal Medicine,11
215474,187711958,Tiffany,Russo,tiffany.russo@datacourse.com,Dr.,0.6,Emergency Medicine,93
215477,187713856,Jennifer,Rhodes,jennifer.rhodes@datacourse.com,Dr.,1.0,Neurological Surgery,14
215485,187712868,Paul,Glenn,paul.glenn@datacourse.com,Dr.,1.0,Internal Medicine,11
215489,187703092,Karen,Landry,karen.landry@datacourse.com,Dr.,0.5,Family Medicine,8
215490,187720122,Stephanie,Butler,stephanie.butler@datacourse.com,Dr.,0.9,Diagnostic Radiology,30
215491,187709020,Tammy,Sheppard,tammy.sheppard@datacourse.com,Dr.,0.15,Family Medicine,8
215505,187714272,Amber,Simmons,amber.simmons@datacourse.com,Dr.,0.49,Family Medicine,8
215506,187722722,William,Stewart,william.stewart@datacourse.com,Dr.,1.0,Hospitalist,C6
215508,187713986,Alicia,Goodman,alicia.goodman@datacourse.com,Dr.,0.12,Internal Medicine,11
215516,187720824,Brett,Roman,brett.roman@datacourse.com,Dr.,0.25,Internal Medicine,11
215517,187723944,Carmen,Lloyd,carmen.lloyd@datacourse.com,Dr.,0.6,Diagnostic Radiology,30
215518,187718146,Charles,Tanner,charles.tanner@datacourse.com,Dr.,1.0,Family Medicine,8
215519,187702078,Yolanda,Meyer,yolanda.meyer@datacourse.com,Dr.,0.9,Diagnostic Radiology,30
215521,187716404,Stephanie,Levy,stephanie.levy@datacourse.com,Dr.,1.0,Family Medicine,8
215522,187722878,Raymond,Wilson,raymond.wilson@datacourse.com,Dr.,0.58,Diagnostic Radiology,30
215525,187711516,Jeffrey,Roberson,jeffrey.roberson@datacourse.com,Dr.,0.4,Emergency Medicine,93
215527,187711204,Daniel,Hines,daniel.hines@datacourse.com,Dr.,0.73,Emergency Medicine,93
215529,187707876,Monica,Peterson,monica.peterson@datacourse.com,Dr.,1.0,Internal Medicine,11
215533,187701350,Pamela,Mooney,pamela.mooney@datacourse.com,Dr.,1.0,Family Medicine,8
215534,187709254,Shawn,Anthony,shawn.anthony@datacourse.com,Dr.,1.0,Internal Medicine,11
215540,187712712,John,Stevens,john.stevens@datacourse.com,Dr.,0.4,Emergency Medicine,93
215542,187707148,James,Bell,james.bell@datacourse.com,Dr.,0.95,Diagnostic Radiology,30
215543,187707512,Rebecca,Kent,rebecca.kent@datacourse.com,Dr.,1.0,Internal Medicine,11
215544,187709722,David,Vaughan,david.vaughan@datacourse.com,Dr.,0.95,Nuclear Medicine,36
215545,187722098,Patricia,Harvey,patricia.harvey@datacourse.com,Dr.,1.0,Internal Medicine,11
215546,187714636,Heather,Cobb,heather.cobb@datacourse.com,Dr.,0.85,Obstetrics & Gynecology,16
215547,187716014,Kimberly,Figueroa,kimberly.figueroa@datacourse.com,Dr.,0.9,Pediatrics,37
215548,187718614,Paul,Rodgers,paul.rodgers@datacourse.com,Dr.,1.0,Family Medicine,8
215550,187720564,Danielle,Scott,danielle.scott@datacourse.com,Dr.,0.11,Psychiatry & Neurology,86
215551,187700258,Denise,Copeland,denise.copeland@datacourse.com,Dr.,1.0,Family Medicine,8
215555,187705562,Joseph,Mccormick,joseph.mccormick@datacourse.com,Dr.,1.0,Internal Medicine,11
215557,187708812,Pamela,Winters,pamela.winters@datacourse.com,Dr.,0.95,Diagnostic Radiology,30
215558,187721552,Stacey,Houston,stacey.houston@datacourse.com,Dr.,1.0,Obstetrics & Gynecology,16
215561,187719992,Shannon,Zimmerman,shannon.zimmerman@datacourse.com,Dr.,1.0,Internal Medicine,11
215563,187722540,Jennifer,Mcclure,jennifer.mcclure@datacourse.com,Dr.,0.2,Surgery - Vascular Surgery,77
215566,187707070,Amy,Lane,amy.lane@datacourse.com,Dr.,0.41,Surgery - Surgical Critical Care,28
215568,187717912,Jessica,Norton,jessica.norton@datacourse.com,Dr.,1.0,Pediatrics,37
215572,187705848,Martha,Dean,martha.dean@datacourse.com,Dr.,1.0,Internal Medicine,11
215573,187715520,Dustin,Thompson,dustin.thompson@datacourse.com,Dr.,1.0,Diagnostic Radiology,30
215576,187700128,Jeffery,Church,jeffery.church@datacourse.com,Dr.,0.95,Optometrist,41
215579,187699894,Meredith,Rosales,meredith.rosales@datacourse.com,Dr.,1.0,Psychiatry & Neurology,86
215590,187721526,Courtney,Lambert,courtney.lambert@datacourse.com,Dr.,0.25,Diagnostic Radiology,30
215595,187701610,Tiffany,Crane,tiffany.crane@datacourse.com,Dr.,0.75,Pediatrics,37
215597,187706498,Melvin,Blanchard,melvin.blanchard@datacourse.com,Dr.,0.68,Internal Medicine,11
215598,187706940,Dennis,Griffin,dennis.griffin@datacourse.com,Dr.,1.0,Internal Medicine,11
215603,187722254,Shelby,Blake,shelby.blake@datacourse.com,Dr.,1.0,Family Medicine,8
215605,187702208,William,Vaughn,william.vaughn@datacourse.com,Dr.,1.0,Thoracic Surgery (Cardiothoracic Vascular Surgery),33
215611,187705588,Chad,Alexander,chad.alexander@datacourse.com,Dr.,0.7,Obstetrics & Gynecology,16
215612,187713622,Paul,Black,paul.black@datacourse.com,Dr.,1.0,Orthopaedic Surgery,20
215614,187713596,David,Li,david.li@datacourse.com,Dr.,0.85,Diagnostic Radiology,30
215615,187705016,Christopher,Mcknight,christopher.mcknight@datacourse.com,Dr.,0.9,Family Medicine,8
215617,187707538,John,Shaw,john.shaw@datacourse.com,Dr.,1.0,Internal Medicine,11
215619,187711646,Keith,Pittman,keith.pittman@datacourse.com,Dr.,0.95,Internal Medicine,11
215625,187716378,Richard,Gaines,richard.gaines@datacourse.com,Dr.,0.8,Surgery,2
215626,187704444,Steven,Mckay,steven.mckay@datacourse.com,Dr.,0.97,Internal Medicine,11
215628,187713258,Carolyn,Henson,carolyn.henson@datacourse.com,Dr.,0.5,Pathology,22
215631,187718094,Mark,Davis,mark.davis@datacourse.com,Dr.,0.8,Family Medicine,8
215633,187721240,Lawrence,Hunter,lawrence.hunter@datacourse.com,Dr.,0.95,Physical Medicine & Rehabilitation,25
215634,187718588,Alicia,Wood,alicia.wood@datacourse.com,Dr.,0.9,Diagnostic Radiology,30
215637,187714974,Melissa,Potts,melissa.potts@datacourse.com,Dr.,1.0,Family Medicine,8
215641,187702156,Kyle,Guerrero,kyle.guerrero@datacourse.com,Dr.,1.0,Pediatrics,37
215642,187703118,Spencer,Reese,spencer.reese@datacourse.com,Dr.,0.28,Obstetrics & Gynecology,16
215643,187716248,Thomas,Huynh,thomas.huynh@datacourse.com,Dr.,1.0,Diagnostic Radiology,30
215646,187707772,Heather,Lam,heather.lam@datacourse.com,Dr.,0.87,Internal Medicine,11
215653,187717704,Nicholas,Hooper,nicholas.hooper@datacourse.com,Dr.,0.57,Diagnostic Radiology,30
215655,187721318,Christina,Fischer,christina.fischer@datacourse.com,Dr.,0.06,Diagnostic Radiology,30
215656,187700414,Heidi,Gibson,heidi.gibson@datacourse.com,Dr.,0.85,Internal Medicine,11
215659,187704288,Sean,Bautista,sean.bautista@datacourse.com,Dr.,1.0,Pediatrics,37
215664,187723840,Kristen,Zavala,kristen.zavala@datacourse.com,Dr.,1.0,Family Medicine,8
215670,187713154,Ashley,Luna,ashley.luna@datacourse.com,Dr.,0.8,Family Medicine,8
215672,187711672,Cheryl,Mann,cheryl.mann@datacourse.com,Dr.,0.85,Diagnostic Radiology,30
215674,187714870,Anthony,Glass,anthony.glass@datacourse.com,Dr.,0.8,Internal Medicine,11
215679,187708474,Heidi,Wilkinson,heidi.wilkinson@datacourse.com,Dr.,0.95,Diagnostic Radiology,30
215680,187705900,Jason,Kennedy,jason.kennedy@datacourse.com,Dr.,1.0,Internal Medicine,11
215683,187720746,Valerie,Cline,valerie.cline@datacourse.com,Dr.,0.95,Nuclear Medicine,36
215686,187721916,Amy,Jordan,amy.jordan@datacourse.com,Dr.,0.6,Internal Medicine,11
215688,187715910,Darlene,Bradshaw,darlene.bradshaw@datacourse.com,Dr.,0.5,Internal Medicine,11
215691,187708240,Carol,Kaiser,carol.kaiser@datacourse.com,Dr.,1.0,Internal Medicine,11
215692,187714922,William,Byrd,william.byrd@datacourse.com,Dr.,0.66,Internal Medicine,11
215693,187704106,Pamela,Levine,pamela.levine@datacourse.com,Dr.,0.9,Internal Medicine,11
215697,187713024,Jacqueline,Proctor,jacqueline.proctor@datacourse.com,Dr.,0.68,Internal Medicine,11
215698,187709462,Christopher,Becker,christopher.becker@datacourse.com,Dr.,0.9,Internal Medicine,11
215699,187721110,Jason,Fowler,jason.fowler@datacourse.com,Dr.,0.85,Obstetrics & Gynecology,16
215701,187722280,Michelle,Mason,michelle.mason@datacourse.com,Dr.,1.0,Emergency Medicine,93
215702,187706992,Brittney,Roach,brittney.roach@datacourse.com,Dr.,0.13,Psychiatry & Neurology,86
215703,187722462,Ricardo,Wilcox,ricardo.wilcox@datacourse.com,Dr.,0.95,Diagnostic Radiology,30
215705,187722358,Kaitlyn,Fox,kaitlyn.fox@datacourse.com,Dr.,0.52,Emergency Medicine,93
215706,187703378,Megan,Mays,megan.mays@datacourse.com,Dr.,0.1,Pathology,22
215708,187709618,Jennifer,Powers,jennifer.powers@datacourse.com,Dr.,0.6,Diagnostic Radiology,30
215709,187700986,Kevin,Perry,kevin.perry@datacourse.com,Dr.,0.85,Surgery,2
215710,187718666,James,Burns,james.burns@datacourse.com,Dr.,0.75,Internal Medicine,11
215711,187720772,Jose,West,jose.west@datacourse.com,Dr.,0.9,Pediatrics,37
215713,187720460,Barbara,Velazquez,barbara.velazquez@datacourse.com,Dr.,0.72,Obstetrics & Gynecology,16
215714,187712998,Samantha,Avery,samantha.avery@datacourse.com,Dr.,0.7,Pediatrics,37
215717,187708552,Jordan,Bentley,jordan.bentley@datacourse.com,Dr.,1.0,Emergency Medicine,93
215720,187705250,Matthew,Sweeney,matthew.sweeney@datacourse.com,Dr.,0.85,Internal Medicine,11
215722,187703066,Alex,Ross,alex.ross@datacourse.com,Dr.,0.93,Internal Medicine,11
215725,187716560,Rachel,Reilly,rachel.reilly@datacourse.com,Dr.,0.5,Internal Medicine,11
215726,187709696,Dominique,Lester,dominique.lester@datacourse.com,Dr.,0.95,Emergency Medicine,93
215730,187705432,Cody,Steele,cody.steele@datacourse.com,Dr.,0.9,Family Medicine,8
215732,187717288,Jeremiah,Wagner,jeremiah.wagner@datacourse.com,Dr.,0.6,Family Medicine,8
215733,187708734,Scott,Hoover,scott.hoover@datacourse.com,Dr.,0.8,Family Medicine,8
215738,187711802,John,Day,john.day@datacourse.com,Dr.,0.94,Internal Medicine,11
215739,187720408,Kevin,Wise,kevin.wise@datacourse.com,Dr.,0.6,Family Medicine,8
215741,187712738,Jennifer,Thomas,jennifer.thomas@datacourse.com,Dr.,0.9,Family Medicine,8
215746,187700466,Michelle,Cowan,michelle.cowan@datacourse.com,Dr.,0.65,Dermatology,7
215748,187715078,Joel,Bond,joel.bond@datacourse.com,Dr.,1.0,Family Medicine,8
215751,187710450,John,James,john.james@datacourse.com,Dr.,1.0,Emergency Medicine,93
215757,187719030,Alexander,Espinoza,alexander.espinoza@datacourse.com,Dr.,0.4,Internal Medicine,11
215764,187702260,Scott,Bean,scott.bean@datacourse.com,Dr.,1.0,Family Medicine,8
215765,187720278,Theresa,Berger,theresa.berger@datacourse.com,Dr.,0.67,Pediatrics,37
215767,187717600,Ashley,Mathews,ashley.mathews@datacourse.com,Dr.,0.65,Diagnostic Radiology,30
215769,187723450,Christine,Moon,christine.moon@datacourse.com,Dr.,0.12,Optometrist,41
215770,187703040,Lisa,Vargas,lisa.vargas@datacourse.com,Dr.,0.69,Family Medicine,8
215772,187708318,Joseph,Craig,joseph.craig@datacourse.com,Dr.,1.0,Internal Medicine,11
215779,187703846,Colleen,Graham,colleen.graham@datacourse.com,Dr.,1.0,Pediatrics,37
215780,187718978,Brett,Howe,brett.howe@datacourse.com,Dr.,1.0,Internal Medicine,11
215781,187711724,Tiffany,Hale,tiffany.hale@datacourse.com,Dr.,0.5,Family Medicine,8
215782,187710008,Christina,Spears,christina.spears@datacourse.com,Dr.,1.0,Emergency Medicine,93
215783,187721968,Amanda,Solis,amanda.solis@datacourse.com,Dr.,0.5,Obstetrics & Gynecology,16
215787,187708630,Veronica,Case,veronica.case@datacourse.com,Dr.,0.9,Family Medicine,8
215788,187715988,William,Caldwell,william.caldwell@datacourse.com,Dr.,0.97,Psychiatry & Neurology,86
215790,187715468,Carly,Briggs,carly.briggs@datacourse.com,Dr.,0.41,Surgery,2
215791,187706836,Amy,Meadows,amy.meadows@datacourse.com,Dr.,1.0,Emergency Medicine,93
215794,187705692,David,Walls,david.walls@datacourse.com,Dr.,1.0,Emergency Medicine,93
215795,187714220,Gabrielle,Romero,gabrielle.romero@datacourse.com,Dr.,0.32,Physical Medicine & Rehabilitation,25
215797,187708136,Pamela,Solomon,pamela.solomon@datacourse.com,Dr.,0.8,Pathology,22
215798,187704392,Daniel,Jacobson,daniel.jacobson@datacourse.com,Dr.,0.55,Pathology,22
215799,187700492,James,Cruz,james.cruz@datacourse.com,Dr.,1.0,Diagnostic Radiology,30
215802,187700856,Lisa,Gutierrez,lisa.gutierrez@datacourse.com,Dr.,0.15,Internal Medicine,11
215804,187723398,Walter,Pacheco,walter.pacheco@datacourse.com,Dr.,0.3,Family Medicine,8
215805,187717470,Caroline,Singh,caroline.singh@datacourse.com,Dr.,0.93,Orthopaedic Surgery,20
215812,187709800,Brittney,Giles,brittney.giles@datacourse.com,Dr.,1.0,Obstetrics & Gynecology,16
215815,187721500,Mark,Crawford,mark.crawford@datacourse.com,Dr.,0.6,Obstetrics & Gynecology,16
215820,187704782,David,Hubbard,david.hubbard@datacourse.com,Dr.,0.93,Internal Medicine,11
215823,187704574,Amy,Calhoun,amy.calhoun@datacourse.com,Dr.,0.17,Internal Medicine,11
215825,187715728,Jeffrey,Martinez,jeffrey.martinez@datacourse.com,Dr.,0.95,Pathology,22
215826,187701896,Jacob,Cardenas,jacob.cardenas@datacourse.com,Dr.,0.1,Anesthesiology,5
215827,187708890,Diana,Ellis,diana.ellis@datacourse.com,Dr.,0.6,Orthopaedic Surgery,20
215828,187700804,Natalie,Dickerson,natalie.dickerson@datacourse.com,Dr.,1.0,Emergency Medicine,93
215834,187701740,Julie,Ferguson,julie.ferguson@datacourse.com,Dr.,0.75,Pediatrics,37
215836,187710086,James,Kelly,james.kelly@datacourse.com,Dr.,0.5,Internal Medicine,11
215837,187720018,Dawn,Kerr,dawn.kerr@datacourse.com,Dr.,1.0,Family Medicine,8
215838,187721474,Crystal,Potter,crystal.potter@datacourse.com,Dr.,1.0,Surgery,2
215841,187707668,Thomas,Reeves,thomas.reeves@datacourse.com,Dr.,0.97,Internal Medicine,11
215843,187700310,Richard,Larson,richard.larson@datacourse.com,Dr.,0.7,Internal Medicine,11
215845,187703456,Teresa,Haas,teresa.haas@datacourse.com,Dr.,0.9,Family Medicine,8
215848,187723294,Ana,Parker,ana.parker@datacourse.com,Dr.,1.0,Pediatrics,37
215853,187704626,David,Bolton,david.bolton@datacourse.com,Dr.,0.6,Pathology,22
215855,187715052,Megan,Summers,megan.summers@datacourse.com,Dr.,0.5,Pathology,22
215858,187704860,Holly,Fleming,holly.fleming@datacourse.com,Dr.,0.9,Internal Medicine,11
215859,187702884,Susan,Ramos,susan.ramos@datacourse.com,Dr.,0.82,Internal Medicine,11
215860,187700830,Rebekah,Vang,rebekah.vang@datacourse.com,Dr.,0.2,Internal Medicine,11
215861,187702182,Charles,Lowe,charles.lowe@datacourse.com,Dr.,0.05,Pathology,22
215862,187719472,Angela,Donaldson,angela.donaldson@datacourse.com,Dr.,1.0,Pediatrics,37
215867,187713518,Brad,Benjamin,brad.benjamin@datacourse.com,Dr.,1.0,Family Medicine,8
215871,187703976,Tammy,Mata,tammy.mata@datacourse.com,Dr.,0.8,Internal Medicine,11
215875,187702494,April,Welch,april.welch@datacourse.com,Dr.,0.8,Diagnostic Radiology,30
215876,187721292,Daniel,Pope,daniel.pope@datacourse.com,Dr.,1.0,Internal Medicine,11
215878,187718016,Ryan,Macdonald,ryan.macdonald@datacourse.com,Dr.,0.66,Diagnostic Radiology,30
215879,187707564,Dillon,Torres,dillon.torres@datacourse.com,Dr.,0.8,Internal Medicine,11
215881,187712530,Sandra,Randall,sandra.randall@datacourse.com,Dr.,0.9,Family Medicine,8
215887,187708968,David,Richards,david.richards@datacourse.com,Dr.,0.76,Diagnostic Radiology,30
215889,187706394,Seth,Acevedo,seth.acevedo@datacourse.com,Dr.,0.55,Surgery - Vascular Surgery,77
215891,187706680,Amy,Knox,amy.knox@datacourse.com,Dr.,0.45,Psychiatry & Neurology,86
215892,187708110,Pamela,Green,pamela.green@datacourse.com,Dr.,0.16,Internal Medicine,11
215893,187712296,Jason,Gould,jason.gould@datacourse.com,Dr.,0.7,Internal Medicine,11
215895,187705770,David,Mccall,david.mccall@datacourse.com,Dr.,0.6,Family Medicine,8
215896,187722566,Jessica,Montes,jessica.montes@datacourse.com,Dr.,0.93,Internal Medicine,11
215897,187715104,Derek,Brewer,derek.brewer@datacourse.com,Dr.,1.0,Internal Medicine,11
215898,187704262,Nancy,Preston,nancy.preston@datacourse.com,Dr.,1.0,Pediatrics,37
215900,187711126,Nicole,Booker,nicole.booker@datacourse.com,Dr.,0.7,Family Medicine,8
215903,187706862,Tracy,Warner,tracy.warner@datacourse.com,Dr.,1.0,Family Medicine,8
215904,187710242,Dana,Rosario,dana.rosario@datacourse.com,Dr.,0.45,Internal Medicine,11
215905,187718926,Ronald,Krause,ronald.krause@datacourse.com,Dr.,1.0,Internal Medicine,11
215909,187705406,Jessica,Lee,jessica.lee@datacourse.com,Dr.,0.2,Internal Medicine,11
215910,187710424,Dorothy,Morales,dorothy.morales@datacourse.com,Dr.,1.0,Emergency Medicine,93
215913,187711594,Melissa,Holden,melissa.holden@datacourse.com,Dr.,0.55,Pathology,22
215915,187724282,David,Gallegos,david.gallegos@datacourse.com,Dr.,0.65,Pathology,22
215917,187724074,Curtis,Schneider,curtis.schneider@datacourse.com,Dr.,0.73,Psychiatry & Neurology,86
215918,187713934,Kenneth,Ho,kenneth.ho@datacourse.com,Dr.,0.95,Obstetrics & Gynecology,16
215920,187723996,Anna,Wang,anna.wang@datacourse.com,Dr.,0.5,Physical Medicine & Rehabilitation,25
215921,187712660,Tina,Baxter,tina.baxter@datacourse.com,Dr.,1.0,Diagnostic Radiology,30
215925,187724178,Mindy,Walters,mindy.walters@datacourse.com,Dr.,1.0,Internal Medicine,11
215926,187702052,David,Archer,david.archer@datacourse.com,Dr.,0.07,Internal Medicine,11
215928,187711620,Tanya,Maddox,tanya.maddox@datacourse.com,Dr.,0.7,Family Medicine,8
215931,187702728,Troy,Forbes,troy.forbes@datacourse.com,Dr.,0.2,Internal Medicine,11
215935,187702026,Dawn,Cervantes,dawn.cervantes@datacourse.com,Dr.,0.95,Pediatrics,37
215941,187722774,Christine,Sandoval,christine.sandoval@datacourse.com,Dr.,0.93,Psychiatry & Neurology,86
215943,187707252,Samantha,Newman,samantha.newman@datacourse.com,Dr.,0.17,Family Medicine,8
215944,187720356,James,Mcneil,james.mcneil@datacourse.com,Dr.,0.14,Otolaryngology,4
215945,187715832,John,Ali,john.ali@datacourse.com,Dr.,1.0,Internal Medicine,11
215950,187713674,Ryan,Rose,ryan.rose@datacourse.com,Dr.,1.0,Surgery,2
215952,187713908,Carla,Lin,carla.lin@datacourse.com,Dr.,1.0,Emergency Medicine,93
215953,187722124,William,Shepherd,william.shepherd@datacourse.com,Dr.,0.7,Pediatrics,37
215955,187703482,Karen,Sampson,karen.sampson@datacourse.com,Dr.,0.8,Family Medicine,8
215957,187710554,Mary,Sanchez,mary.sanchez@datacourse.com,Dr.,0.85,Internal Medicine,11
215959,187704678,Jill,Peck,jill.peck@datacourse.com,Dr.,0.67,Internal Medicine,11
215963,187712244,Blake,Lucero,blake.lucero@datacourse.com,Dr.,0.9,Pediatrics,37
215966,187714584,Jerry,Gilmore,jerry.gilmore@datacourse.com,Dr.,1.0,Internal Medicine,11
215967,187710996,Robert,Haley,robert.haley@datacourse.com,Dr.,0.24,Pediatrics,37
215968,187704236,James,Nichols,james.nichols@datacourse.com,Dr.,0.8,Internal Medicine,11
215974,187713960,Matthew,Delacruz,matthew.delacruz@datacourse.com,Dr.,1.0,Internal Medicine,11
215975,187709358,Brittany,English,brittany.english@datacourse.com,Dr.,0.25,Internal Medicine,11
215982,187702806,Andrew,Clark,andrew.clark@datacourse.com,Dr.,1.0,Internal Medicine,11
215988,187714194,Donna,Ware,donna.ware@datacourse.com,Dr.,0.8,Family Medicine,8
215989,187708994,Brandon,Berg,brandon.berg@datacourse.com,Dr.,1.0,Pediatrics,37
215990,187704990,Margaret,Pruitt,margaret.pruitt@datacourse.com,Dr.,0.75,Family Medicine,8
215991,187717574,Craig,Sullivan,craig.sullivan@datacourse.com,Dr.,0.9,Diagnostic Radiology,30
215992,187721396,Cody,Crosby,cody.crosby@datacourse.com,Dr.,0.93,Internal Medicine,11
215993,187703716,Christopher,Padilla,christopher.padilla@datacourse.com,Dr.,0.95,Diagnostic Radiology,30
215995,187723112,Henry,Randolph,henry.randolph@datacourse.com,Dr.,0.71,Diagnostic Radiology,30
215997,187704548,Erin,Reid,erin.reid@datacourse.com,Dr.,0.25,Family Medicine,8
215999,187718120,Brian,Stanley,brian.stanley@datacourse.com,Dr.,0.55,Internal Medicine,11
216000,187716846,Makayla,Moreno,makayla.moreno@datacourse.com,Dr.,0.55,Internal Medicine,11
216002,187706810,James,Jensen,james.jensen@datacourse.com,Dr.,0.83,Psychiatry & Neurology,86
216003,187712920,Brian,Finley,brian.finley@datacourse.com,Dr.,0.95,Diagnostic Radiology,30
216006,187719498,Jonathan,Barber,jonathan.barber@datacourse.com,Dr.,1.0,Internal Medicine,11
216007,187715754,Angela,King,angela.king@datacourse.com,Dr.,0.8,Internal Medicine,11
216009,187707226,Tammy,Mercer,tammy.mercer@datacourse.com,Dr.,1.0,Family Medicine,8
216013,187715858,James,Morton,james.morton@datacourse.com,Dr.,0.3,Surgery - Vascular Surgery,77
216015,187716196,Lisa,Matthews,lisa.matthews@datacourse.com,Dr.,1.0,Diagnostic Radiology,30
216017,187720382,Jennifer,Benson,jennifer.benson@datacourse.com,Dr.,1.0,Internal Medicine,11
216019,187700752,Ashley,Huang,ashley.huang@datacourse.com,Dr.,0.65,Internal Medicine,11
216021,187714428,Regina,Smith,regina.smith@datacourse.com,Dr.,0.5,Internal Medicine,11
216022,187707330,Natasha,Stone,natasha.stone@datacourse.com,Dr.,0.6,Internal Medicine,11
216026,187699998,Rebecca,Parrish,rebecca.parrish@datacourse.com,Dr.,0.58,Internal Medicine,11
216027,187721994,David,Mora,david.mora@datacourse.com,Dr.,0.8,Pediatrics,37
216036,187721786,Christopher,Wade,christopher.wade@datacourse.com,Dr.,0.95,Pathology,22
216038,187723788,Mark,Hendrix,mark.hendrix@datacourse.com,Dr.,1.0,Internal Medicine,11
216039,187707590,Lisa,Cantu,lisa.cantu@datacourse.com,Dr.,1.0,Family Medicine,8
216040,187710398,Linda,Frost,linda.frost@datacourse.com,Dr.,0.98,Internal Medicine,11
216044,187705536,Tiffany,Andersen,tiffany.andersen@datacourse.com,Dr.,0.7,Psychiatry & Neurology,86
216046,187710112,Stacy,Gardner,stacy.gardner@datacourse.com,Dr.,1.0,Internal Medicine,11
216050,187709670,Anthony,Gonzales,anthony.gonzales@datacourse.com,Dr.,0.3,Pediatrics,37
216052,187722748,Whitney,Stark,whitney.stark@datacourse.com,Dr.,0.05,Internal Medicine,11
216053,187701584,Michael,Dodson,michael.dodson@datacourse.com,Dr.,1.0,Internal Medicine,11
216063,187700076,Timothy,Alvarado,timothy.alvarado@datacourse.com,Dr.,0.4,Family Medicine,8
216064,187708578,Frank,Conrad,frank.conrad@datacourse.com,Dr.,0.5,Internal Medicine,11
216065,187704522,Stacy,Flynn,stacy.flynn@datacourse.com,Dr.,1.0,Surgery - Vascular Surgery,77
216068,187700284,Samantha,Franco,samantha.franco@datacourse.com,Dr.,1.0,Internal Medicine,11
216069,187707824,Corey,Christian,corey.christian@datacourse.com,Dr.,0.01,Family Medicine,8
216070,187717054,Billy,Valenzuela,billy.valenzuela@datacourse.com,Dr.,0.5,Internal Medicine,11
216072,187723658,Adrian,Hayden,adrian.hayden@datacourse.com,Dr.,0.66,Pathology,22
